,Q01,Q02,Q03,Q04,Q05,Q06,Q07,Q08,Q09,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q21,Q22
0,0.0077419281005859375,1.004260778427124,0.6266381740570068,0.0029931068420410156,0.09523916244506836,0.0030357837677001953,0.00919485092163086,0.09236812591552734,0.003921031951904297,0.1140899658203125,0.07593607902526855,0.020576000213623047,2.5408148765563965,0.00427699089050293,0.0027549266815185547,0.2573561668395996,0.17381501197814941,0.34401917457580566,2.4550621509552,0.013546943664550781,0.01002812385559082,0.10355210304260254
1,0.004502058029174805,0.19974994659423828,0.007498025894165039,0.0021071434020996094,0.08558416366577148,0.00907588005065918,0.004682064056396484,0.2320570945739746,0.0045680999755859375,0.007177829742431641,0.025478839874267578,0.006331205368041992,1.8124542236328125,0.002980947494506836,0.0029637813568115234,0.2717599868774414,0.14829373359680176,0.1360461711883545,0.38853001594543457,0.016843080520629883,0.02706599235534668,0.12813186645507812
2,0.0036029815673828125,0.17650890350341797,0.009469032287597656,0.002330780029296875,0.12025904655456543,0.002791881561279297,0.004693746566772461,0.41756486892700195,0.003002166748046875,0.013304948806762695,0.026225805282592773,0.006789684295654297,1.6838130950927734,0.002950906753540039,0.00504302978515625,0.3964271545410156,0.21674585342407227,0.12313508987426758,2.95137619972229,0.010023355484008789,0.012291908264160156,0.13146185874938965
3,0.002223968505859375,0.13835406303405762,0.002187967300415039,0.005530118942260742,0.09097790718078613,0.002814054489135742,0.0029151439666748047,0.08803510665893555,0.0035429000854492188,0.0030028820037841797,0.013290882110595703,0.002257108688354492,1.6355228424072266,0.0019240379333496094,0.002897024154663086,0.38378071784973145,0.16288423538208008,0.09747099876403809,2.167652130126953,0.008742809295654297,0.012063980102539062,0.10317683219909668
4,0.27353692054748535,0.15030980110168457,0.0028753280639648438,0.008352041244506836,0.10944890975952148,0.003113269805908203,0.007693052291870117,0.22903990745544434,0.00792384147644043,0.0060732364654541016,0.013400077819824219,0.002383708953857422,2.053251028060913,0.004696846008300781,0.0025398731231689453,0.34114575386047363,0.15372800827026367,0.5731689929962158,3.040775775909424,0.018907785415649414,0.00812220573425293,0.14090800285339355
5,0.003383159637451172,0.15894818305969238,0.002149820327758789,0.0021491050720214844,0.10681486129760742,0.002228975296020508,0.0038270950317382812,0.21595096588134766,0.0028579235076904297,0.002473115921020508,0.02681589126586914,0.015779972076416016,1.7278330326080322,0.002177000045776367,0.004158973693847656,0.28694868087768555,0.14677810668945312,0.15123391151428223,1.101773977279663,0.010299921035766602,0.008334875106811523,0.2034168243408203
6,0.0035169124603271484,0.15117120742797852,0.13318896293640137,0.0070438385009765625,0.11482810974121094,0.0018818378448486328,0.004406929016113281,0.24668598175048828,0.00952911376953125,0.009991884231567383,0.014518022537231445,0.00278472900390625,1.7197089195251465,0.003534078598022461,0.0047261714935302734,0.40776896476745605,0.1608262062072754,0.1314539909362793,2.0075759887695312,0.009510278701782227,0.01270294189453125,0.13298726081848145
7,0.004019975662231445,0.222398042678833,0.12583017349243164,0.002583026885986328,0.10059404373168945,0.0016138553619384766,0.0037839412689208984,0.2189011573791504,0.0041370391845703125,0.0035088062286376953,0.021326065063476562,0.008513927459716797,2.3135149478912354,0.0028340816497802734,0.00267791748046875,0.2776501178741455,0.13458013534545898,0.11038684844970703,0.4588773250579834,0.00905299186706543,0.004143953323364258,0.13462400436401367
8,0.0025060176849365234,0.13693881034851074,0.00209808349609375,0.003815174102783203,0.09408903121948242,0.002397298812866211,0.010692834854125977,0.32796502113342285,0.002665996551513672,0.0023229122161865234,0.01658010482788086,0.0022857189178466797,1.7431879043579102,0.13968634605407715,0.0023279190063476562,0.27706432342529297,0.16016411781311035,0.14159727096557617,0.46234989166259766,0.009135961532592773,0.016622066497802734,0.1253969669342041
9,0.0024890899658203125,0.13502717018127441,0.10104894638061523,0.0035409927368164062,0.32089805603027344,0.0020308494567871094,0.00385284423828125,0.4641883373260498,0.04102182388305664,0.0034728050231933594,0.013764142990112305,0.00185394287109375,1.634995937347412,0.1445751190185547,0.002752065658569336,0.475628137588501,0.16819095611572266,0.13171625137329102,6.299581050872803,0.008135318756103516,0.013413190841674805,0.1962730884552002
10,0.003857851028442383,0.22013592720031738,0.0053827762603759766,0.002554178237915039,0.028321027755737305,0.002298116683959961,0.030780792236328125,0.29514217376708984,0.004117012023925781,0.0029952526092529297,0.0541689395904541,0.009087085723876953,1.7481369972229004,0.00816202163696289,0.006125688552856445,0.8448920249938965,0.3356752395629883,0.15655183792114258,0.890312910079956,0.01494288444519043,0.01699209213256836,0.15556097030639648
11,0.0027899742126464844,0.18666791915893555,0.12823987007141113,0.004357099533081055,0.11282110214233398,0.0027189254760742188,0.010136842727661133,0.10756421089172363,0.00515294075012207,0.0031518936157226562,0.034894704818725586,0.002608060836791992,2.3341808319091797,0.2817399501800537,0.002460956573486328,0.7039170265197754,0.15219926834106445,0.14901137351989746,1.7754082679748535,0.012360811233520508,0.014238119125366211,0.2520298957824707
12,0.0028870105743408203,0.22106480598449707,0.002701997756958008,0.002340078353881836,0.09178781509399414,0.002198934555053711,0.0033452510833740234,0.2136828899383545,0.0036029815673828125,0.002816915512084961,0.014428853988647461,0.0020821094512939453,2.0990078449249268,0.0021898746490478516,0.0019598007202148438,0.2519669532775879,0.14591217041015625,0.10508489608764648,1.6471199989318848,0.012320995330810547,0.013173103332519531,0.10831499099731445
13,0.0030782222747802734,0.15282320976257324,0.002274036407470703,0.0019969940185546875,0.09176397323608398,0.002599954605102539,0.003599882125854492,0.2154688835144043,0.0026428699493408203,0.0024220943450927734,0.015765905380249023,0.0017757415771484375,1.7247302532196045,0.003072023391723633,0.0027620792388916016,0.28237390518188477,0.17439985275268555,0.11434507369995117,0.7214400768280029,0.014757156372070312,0.017642974853515625,0.13417387008666992
14,0.0025506019592285156,0.19102001190185547,0.0027730464935302734,0.0018131732940673828,0.08900690078735352,0.001978158950805664,0.0024979114532470703,0.08713173866271973,0.002863168716430664,0.0030350685119628906,0.03299307823181152,0.0025382041931152344,1.606764793395996,0.003036022186279297,0.0017731189727783203,0.5069730281829834,0.1757969856262207,0.11529803276062012,2.3097801208496094,0.009926795959472656,0.013363361358642578,0.10342001914978027
