Q1,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q2,Q20,Q21,Q22,Q3,Q4,Q5,Q6,Q7,Q8,Q9
0.012661353747049967,0.01715822219848633,0.02210823694864909,0.004598259925842285,1.901241143544515,0.08364600340525309,0.0027963399887084963,0.3482300043106079,0.1627095381418864,0.19081423282623292,1.8361423174540201,0.18533201217651368,0.012186479568481446,0.013317465782165527,0.155228853225708,0.078653883934021,0.0037285804748535155,0.10385770797729492,0.002581508954366048,0.006168293952941895,0.20735856691996257,0.004933913548787435
