Q1,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q2,Q20,Q21,Q22,Q3,Q4,Q5,Q6,Q7,Q8,Q9
0.005958755811055501,0.014114769299825032,0.021007736523946125,0.004234886169433594,2.5119728088378905,0.08756204446156819,0.0040087064107259115,0.46606894334157306,0.21264224847157795,0.25150512854258217,1.9702593564987183,0.20674079259236652,0.013690940539042155,0.021374607086181642,0.16214430332183838,0.06929632027943929,0.00478199323018392,0.163871169090271,0.002999456723531087,0.005191930135091146,0.25516337553660073,0.0043806791305541996
