,mv_count,id_count,pid_count,mv_hits,id_hits,pid_hits,shared_mv_by_family,shared_id_by_family,shared_pid_by_family,shared_mv_by_query,shared_id_by_query,shared_pid_by_query
0,0,9,0,0,462,0,0,3,0,0,9,0
